"""Washington, D.C."",United States,""Washington, D.C."",4140963"
Diyarb Najm,Egypt,Eastern Province,358095
DiyarbakÄ±r,Turkey,DiyarbakÄ±r,316541
DizanguÃ©,Cameroon,Littoral,2232997
DjÃ©nnÃ©,Mali,Mopti,2458589
Djamaa,Algeria,Ouargla,2500282
Djelfa,Algeria,Djelfa,2500017
Djemmal,Tunisia,Al MunastÄ«r,2470191
Djibo,Burkina Faso,Sahel,2361177
Djibouti,Djibouti,Djibouti,223817
Djidiouia,Algeria,Relizane,2492920
Djougou,Benin,Donga,2394560
Djounie,Lebanon,Mont-Liban,273140
Dmitrov,Russia,MO,565955
Ð—ÑƒÑƒÐ½Ð¼Ð¾Ð´,Mongolia,Central Aimak,7648817
Dniprodzerzhynsâ€™k,Ukraine,Dnipropetrovsk,709932
Dnipropetrovsk,Ukraine,Dnipropetrovsk,709930
Dniprorudne,Ukraine,Zaporizhia,709960
DoÄŸubayazÄ±t,Turkey,AÄŸrÄ±,316411
Doba,Chad,Logone Oriental,2433437
Doboj,Bosnia and Herzegovina,Republika Srpska,3201984
Dobrich,Bulgaria,Dobrich,726418
Dobropillya,Ukraine,Donetsk,709900
Dobrush,Belarus,Gomel,629018
Dobryanka,Russia,Perm,565778
Dod BallÄpur,India,Karnataka,1272473
Doda,India,Kashmir,1272476
Dodge City,United States,Kansas,5445298
Dodola,Ethiopia,Oromiya,338726
Dodoma,Tanzania,Dodoma,160196
Doetinchem,Netherlands,Gelderland,2756767
Dogbo,Benin,Kouffo,2394545
Dogonbadan,Iran,KohgÄ«lÅ«yeh va BÅ«yer Aá¸©mad,136014
Dogondoutchi,Niger,Dosso,2445553
Doha,Qatar,BaladÄ«yat ad Dawá¸©ah,290030
DohÄr,Bangladesh,Dhaka,1185100
Dohad,India,Gujarat,1273687
Dois CÃ³rregos,Brazil,SÃ£o Paulo,3464618
Dois Vizinhos,Brazil,ParanÃ¡,3464579
Dok Kham Tai,Thailand,Phayao,1153464
Doka,Sudan,Al Qaá¸‘Ärif,376332
Dokuchayevsâ€™k,Ukraine,Donetsk,709835
Dole,France,Bourgogne-Franche-ComtÃ©,3021263
Dolgoprudnyy,Russia,MO,565614
Dolisie,Republic of the Congo,Niari,2258261
Dollard-Des Ormeaux,Canada,Quebec,5940956
DolnÃ½ KubÃ­n,Slovakia,Å½ilinskÃ½,3060405
Dologon,Philippines,Northern Mindanao,1714519
Dolores Hidalgo Cuna de la Independencia Nacional,Mexico,Guanajuato,4023117
Dolores,Argentina,Buenos Aires,3435038
Dolores,Uruguay,Soriano,3442750
Dolton,United States,Illinois,4890009
Dolyna,Ukraine,Ivano-Frankivsk,709755
Dolyns'ka,Ukraine,Kirovohrad,709782
Dom Pedrito,Brazil,Rio Grande do Sul,3464547
Dom Pedro,Brazil,MaranhÃ£o,3400969
Doma,Nigeria,Nassarawa,2344600
Domalanoan,Philippines,Ilocos,1714482
DombÃ³vÃ¡r,Hungary,Tolna,3053590
Dombivli,India,Maharashtra,1272423
Dome,Ghana,Greater Accra,2301639
Domodedovo,Russia,MO,565381
Domodossola,Italy,Piedmont,3177532
Domont,France,ÃŽle-de-France,3021150
Dompu,Indonesia,West Nusa Tenggara,1645343
Don Antonio,Mexico,Hidalgo,8858113
Don Benito,Spain,Extremadura,2518820
Don Carlos,Philippines,Northern Mindanao,1714441
Don Luan,Vietnam,BÃ¬nh PhÆ°á»›c,1582436
Donaghmede,Ireland,Leinster,6691033
Donaueschingen,Germany,Baden-WÃ¼rttemberg,2936267
DonauwÃ¶rth,Germany,Bavaria,2936253
Doncaster East,Australia,Victoria,2168605
Doncaster,Australia,Victoria,2168607
Dondaicha,India,Maharashtra,1272411
Dondo,Mozambique,Sofala,1024696
Donetsk,Russia,Rostov,565348
Donetsk,Ukraine,Donetsk,709717
Dongargarh,India,Chhattisgarh,1272396
Dongcun,China,Shandong Sheng,1812621
Dongdu,China,Shandong Sheng,1812597
Dongen,Netherlands,North Brabant,2756723
Dongfeng,China,Jilin Sheng,2037658
Donggongon,Malaysia,Sabah,1733438
Dongguan,China,Guangdong,1812545
Donghai,China,Guangdong,1812521
Dongkan,China,Jiangsu,1812427
Dongling,China,Liaoning,2037620
Dongning,China,Heilongjiang Sheng,2037611
Dongobesh,Tanzania,Manyara,160172
Dongsheng,China,Inner Mongolia,1812256
Dongtai,China,Jiangsu,1812228
Dongxing,China,Heilongjiang Sheng,2037685
Dongyang,China,Zhejiang Sheng,1791056
Donna,United States,Texas,4686593
Donostia / San SebastiÃ¡n,Spain,Basque Country,3110044
Donskoy,Russia,Tula,565290
Donskoye,Russia,Stavropol'skiy,565289
DorÄha,India,Punjab,1272375
Doral,United States,Florida,4153471
Dorcheh PÄ«Äz,Iran,Isfahan,418896
Dordrecht,Netherlands,South Holland,2756669
Dori,Burkina Faso,Sahel,2361082
Dormagen,Germany,North Rhine-Westphalia,2935825
Dornakal,India,Telangana,1272367
Dornbirn,Austria,Vorarlberg,2780741
Dorogomilovo,Russia,MO,565197
Dorohoi,Romania,BotoÅŸani,679065
Dorsten,Germany,North Rhine-Westphalia,2935530
Dortmund,Germany,North Rhine-Westphalia,2935517
Dorval,Canada,Quebec,5941925
Dos Hermanas,Spain,Andalusia,2518794
Dos Quebradas,Colombia,Risaralda,3685095
Dosso,Niger,Dosso,2445488
Dothan,United States,Alabama,4059102
Douai,France,Nord-Pas-de-Calais-Picardie,3021000
Douala,Cameroon,Littoral,2232593
Douane,Tunisia,NÄbul,2581754
Douar Tindja,Tunisia,Banzart,2471475
Douarnenez,France,Brittany,3020996
Douera,Algeria,Tipaza,2499193
Douglas,Isle of Man,Douglas,3042237
Douglas,United States,Arizona,5293083
Douglasville,United States,Georgia,4191955
Douliu,Taiwan,Taiwan,1665196
Douma,Syria,Rif-dimashq,170592
Dour,Belgium,Wallonia,2799226
Dourados,Brazil,Mato Grosso do Sul,3464460
Dourbali,Chad,Chari-Baguirmi,2433055
Douz,Tunisia,QibilÄ«,2471287
Dover,United States,Delaware,4142290
Dover,United States,New Hampshire,5085520
Dover,United States,New Jersey,5097315
DowlatÄbÄd,Iran,Isfahan,418868
Downers Grove,United States,Illinois,4890119
Downey,United States,California,5343858
DrÃ¡ma,Greece,East Macedonia and Thrace,736364
Draa Ben Khedda,Algeria,Boumerdes,2499116
Draa el Mizan,Algeria,Bouira,2499104
Drachten,Netherlands,Friesland,2756644
Dracut,United States,Massachusetts,4935038
DrÄƒgÄƒÅŸani,Romania,VÃ¢lcea,678978
Dragash,Kosovo,Prizren,791122
Draguignan,France,Provence-Alpes-CÃ´te d'Azur,3020850
Drammen,Norway,Buskerud,3159016
Drancy,France,ÃŽle-de-France,3020839
Draper,United States,Utah,5774001
Draveil,France,ÃŽle-de-France,3020832
Drean,Algeria,Annaba,2499055
Dreieich,Germany,Hesse,2935220
Drensteinfurt,Germany,North Rhine-Westphalia,2935042
Dresden,Germany,Saxony,2935022
Dreux,France,Centre,3020810
Drexel Heights,United States,Arizona,5293183
Drexel Hill,United States,Pennsylvania,4557606
Driebergen-Rijsenburg,Netherlands,Utrecht,2756619
Driefontein,South Africa,Mpumalanga,1008261
Drimmelen,Netherlands,North Brabant,2756569
Driyorejo,Indonesia,East Java,1645220
Drobeta-Turnu Severin,Romania,MehedinÅ£i,678817
Drochia,Moldova,Drochia,618370
Drogheda,Ireland,Leinster,2964661
Drohobych,Ukraine,Lviv,709611
Droichead Nua,Ireland,Leinster,2962290
Dronten,Netherlands,Flevoland,2756559
Drummondville,Canada,Quebec,5942845
Druskininkai,Lithuania,Alytaus apskritis,599757
Druten,Netherlands,Gelderland,2756539
Druzhkivka,Ukraine,Donetsk,616743
Dschang,Cameroon,West,2232444
ÐšÑ€Ð¸Ð²Ð° ÐŸÐ°Ð»Ð°Ð½ÐºÐ°,Macedonia,Kriva Palanka,789045
Duarte,United States,California,5344147
Duba,Saudi Arabia,MinÅ£aqat TabÅ«k,106909
DubÄƒsari,Moldova,TeleneÅŸti,618365
Dubai,United Arab Emirates,Dubai,292223
Dubbo,Australia,New South Wales,2168305
Dublin,Ireland,Leinster,2964574
Dublin,United States,California,5344157
Dublin,United States,Georgia,4192205
Dublin,United States,Ohio,5152333
Dubna,Russia,MO,564719
Dubnica nad VÃ¡hom,Slovakia,Nitriansky,3060346
Dubno,Ukraine,Rivne,709540
Dubovka,Russia,Volgograd,564654
DubrÄjpur,India,West Bengal,1272320
Dubrovnik,Croatia,DubrovaÄko-Neretvanska,3201047
Dubti,Ethiopia,Ä€far,338554
Dubuque,United States,Iowa,4854529
Ducheng,China,Guangdong,1811929
Ducos,Martinique,Martinique,3570785
Dudelange,Luxembourg,Luxembourg,2960634
Duderstadt,Germany,Lower Saxony,2934728
Dudinka,Russia,Krasnoyarskiy,1507116
DuekouÃ©,Ivory Coast,Dix-Huit Montagnes,2289549
Duffel,Belgium,Flanders,2799090
Dugda,India,Jharkhand,1272277
Dugulubgey,Russia,Kabardino-Balkariya,537345
Duisburg,Germany,North Rhine-Westphalia,2934691
Duitama,Colombia,BoyacÃ¡,3685084
Duiven,Netherlands,Gelderland,2756507
Duiwelskloof,South Africa,Limpopo,1007514
Dukku,Nigeria,Gombe,2344418
Dukuhturi,Indonesia,Central Java,1645154
DuliÄgaon,India,Assam,1272259
DullewÄla,Pakistan,Punjab,1179496
Duluth,United States,Georgia,4192289
Duluth,United States,Minnesota,5024719
Dum Duma,India,Assam,1272242
Dumaguete,Philippines,Central Visayas,1714201
Dumai,Indonesia,Riau,1645133
DumbÃ©a,New Caledonia,South Province,2141394
Dumjor,India,West Bengal,1348739
Dumka,India,Jharkhand,1272237
Dumont,United States,New Jersey,5097357
Dumra,India,Bihar,1272229
Dumraon,India,Bihar,1272225
DunaÃºjvÃ¡ros,Hungary,FejÃ©r,3053438
Dunaharaszti,Hungary,Pest,3053485
Dunaivtsi,Ukraine,Khmelnytskyi,709429
DunajskÃ¡ Streda,Slovakia,TrnavskÃ½,3060308
Dunakeszi,Hungary,Pest,3053476
Duncan,Canada,British Columbia,5943865
Duncan,United States,Oklahoma,4535389
Duncanville,United States,Texas,4687331
Dundalk,Ireland,Leinster,2964540
Dundalk,United States,Maryland,4353765
Dundee,South Africa,KwaZulu-Natal,1007400
Dunedin,New Zealand,Otago,2191562
Dunedin,United States,Florida,4153759
Dunga Bunga,Pakistan,Punjab,1179463
Dunhua,China,Jilin Sheng,2037534
Dunkerque,France,Nord-Pas-de-Calais-Picardie,3020686
Dunkwa,Ghana,Central,2301400
Dunwoody,United States,Georgia,4192375
DunyÄpur,Pakistan,Punjab,1179450
Duobao,China,Hubei,1811829
Dupnitsa,Bulgaria,Kyustendil,726872
Duque de Caxias,Brazil,Rio de Janeiro,3464374
Durango,Spain,Basque Country,3123773
Durango,United States,Colorado,5420241
Durant,United States,Oklahoma,4535414
Durazno,Uruguay,Durazno,3442727
Durban,South Africa,KwaZulu-Natal,1007311
Durg,India,Chhattisgarh,1272181
DurgÄpur,India,Maharashtra,1272177
Durgapur,India,West Bengal,1272175
Durham,United States,North Carolina,4464368
DurrÃ«s,Albania,DurrÃ«s,3185728
Dursunbey,Turkey,BalÄ±kesir,316102
Dushanbe,Tajikistan,Dushanbe,1221874
Dutse,Nigeria,Jigawa,2344245
Dutsen Wai,Nigeria,Kaduna,2344229
Duyun,China,Guizhou Sheng,1811764
DvÅ¯r KrÃ¡lovÃ© nad Labem,Czech Republic,KrÃ¡lovÃ©hradeckÃ½,3061284
DwÄrka,India,Gujarat,1272140
Dyatâ€™kovo,Russia,Brjansk,563822
Dyer,United States,Indiana,4919820
Dyersburg,United States,Tennessee,4619800
Dymytrov,Ukraine,Donetsk,710035
Dyurtyuli,Russia,Bashkortostan,563719
DzÃ¼Ã¼nharaa,Mongolia,Selenge,2031533
Dzaoudzi,Mayotte,Dzaoudzi,921900
Dzerzhinsk,Russia,Nizjnij Novgorod,563708
Dzerzhinskiy,Russia,MO,563705
Dzerzhynsâ€™k,Ukraine,Donetsk,709354
Dzhalilabad,Azerbaijan,Jalilabad,148290
Dzhankoy,Ukraine,Crimea,709334
Dzhetygara,Kazakhstan,Qostanay,1516601
DziaÅ‚dowo,Poland,Warmian-Masurian Voivodeship,772748
DzierÅ¼oniÃ³w,Poland,Lower Silesian Voivodeship,3099828
Dzyarzhynsk,Belarus,Minsk,628634
EÅ‚k,Poland,Warmian-Masurian Voivodeship,772621
Eá¹­ á¹¬aiyiba,Israel,Central District,295130
Eagan,United States,Minnesota,5024825
Eagle Mountain,United States,Utah,5774215
Eagle Pass,United States,Texas,5520677
Eagle River,United States,Alaska,5861187
Eagle,United States,Idaho,5591778
Earlsfield,United Kingdom,England,8063096
Earlwood,Australia,New South Wales,2167949
Easley,United States,South Carolina,4577263
East Brainerd,United States,Tennessee,4619943
East Brunswick,United States,New Jersey,5097402
East Chattanooga,United States,Tennessee,4619947
East Chicago,United States,Indiana,4919857
East Cleveland,United States,Ohio,5152599
East Concord,United States,New Hampshire,5085688
East Florence,United States,Alabama,4059870
East Hemet,United States,California,5344942
East Hill-Meridian,United States,Washington,7261759
East Independence,United States,Missouri,4385018
East Jerusalem,Palestinian Territory,West Bank,7303419
East Lake,United States,Florida,4154008
East Lake-Orient Park,United States,Florida,7259705
East Lansing,United States,Michigan,4991640
East London,South Africa,Eastern Cape,1006984
East Longmeadow,United States,Massachusetts,4935434
East Los Angeles,United States,California,5344994
East Massapequa,United States,New York,5115962
East Meadow,United States,New York,5115960
East Millcreek,United States,Utah,5774301
East Moline,United States,Illinois,4890536
East New York,United States,New York,5115985
East Northport,United States,New York,5115989
East Orange,United States,New Jersey,5097441
East Palo Alto,United States,California,5345032
East Patchogue,United States,New York,5116004
East Pensacola Heights,United States,Florida,4154047
East Peoria,United States,Illinois,4890549
East Point,United States,Georgia,4192674
East Providence,United States,Rhode Island,5221931
East Rancho Dominguez,United States,California,5344817
East Ridge,United States,Tennessee,4620131
East Riverdale,United States,Maryland,4353925
East Saint Louis,United States,Illinois,4237579
East Setauket,United States,New York,5116060
Eastchester,United States,New York,5116119
Easthampton,United States,Massachusetts,4935582
Eastlake,United States,Ohio,5152833
Easton,United States,Maryland,4353962
Easton,United States,Massachusetts,4935623
Easton,United States,Pennsylvania,5188140
Eastpointe,United States,Michigan,4991735
Eau Claire,United States,Wisconsin,5251436
Eaubonne,France,ÃŽle-de-France,3020601
EÄŸirdir,Turkey,Isparta,315905
Ebebiyin,Equatorial Guinea,KiÃ©-Ntem,2309332
Eberbach,Germany,Baden-WÃ¼rttemberg,2934020
Ebersbach an der Fils,Germany,Baden-WÃ¼rttemberg,2933959
Eberswalde,Germany,Brandenburg,2933882
Ebetsu,Japan,Hokkaido,2130404
Eboli,Italy,Campania,3177438
Ebute Ikorodu,Nigeria,Lagos,2344082
Ecatepec,Mexico,MÃ©xico,3529612
Ech Chettia,Algeria,Chlef,2498954
Echo Park,United States,California,10104154
Echuca,Australia,Victoria,2167817
EckernfÃ¶rde,Germany,Schleswig-Holstein,2933627
Ed Damer,Sudan,River Nile,380173
EdÃ©a,Cameroon,Littoral,2232239
Ede,Netherlands,Gelderland,2756429
Edegem,Belgium,Flanders,2799007
Eden Prairie,United States,Minnesota,5025219
Eden,United States,North Carolina,4464873
Edewecht,Germany,Lower Saxony,2933364
Edgewater,United States,Florida,4154205
Edgewood,United States,Maryland,4354087
Edina,United States,Minnesota,5025264
Edinburg,United States,Texas,4688275
EdineÅ£,Moldova,Raionul EdineÅ£,617076
Edirne,Turkey,Edirne,747712
Edison,United States,New Jersey,5097529
Edmond,United States,Oklahoma,4535740
Edmonds,United States,Washington,5793427
Edmonton,Canada,Alberta,5946768
Edmundston,Canada,New Brunswick,6545023
Edosaki,Japan,Ibaraki,2112963
Edremit,Turkey,BalÄ±kesir,315985
Edwardsville,United States,Illinois,4237717
Eeklo,Belgium,Flanders,2798987
Eersel,Netherlands,North Brabant,2756342
Effium,Nigeria,Ebonyi,2343985
Effon Alaiye,Nigeria,Osun,2343983
Egbe,Nigeria,Kogi,2343943
Eger,Hungary,Heves,721239
Eggenstein-Leopoldshafen,Germany,Baden-WÃ¼rttemberg,2933101
Eggertsville,United States,New York,5116303
Egra,India,West Bengal,1272101
Egypt Lake-Leto,United States,Florida,4154280
Eha Amufu,Nigeria,Enugu,2343822
Ehingen,Germany,Baden-WÃ¼rttemberg,2932924
Eibar,Spain,Basque Country,3123709
Eibergen,Netherlands,Gelderland,2756295
Eidelstedt,Germany,Hamburg,7274677
Eiguliai,Lithuania,Kauno apskritis,9610008
Eilat,Israel,Southern District,295277
Eilenburg,Germany,Saxony,2931871
EimsbÃ¼ttel,Germany,Hamburg,2911293
Einbeck,Germany,Lower Saxony,2931804
Eindhoven,Netherlands,North Brabant,2756253
EirunepÃ©,Brazil,Amazonas,3664321
Eisen,South Korea,Gyeongsangbuk-do,1832384
Eisen,South Korea,Gyeongsangbuk-do,1832617
Eisenach,Germany,Thuringia,2931574
EisenhÃ¼ttenstadt,Germany,Brandenburg,2931481
Eislingen,Germany,Baden-WÃ¼rttemberg,2931414
Eitorf,Germany,North Rhine-Westphalia,2931361
Eixample,Spain,Catalonia,6544100
Ejea de los Caballeros,Spain,Aragon,3123688
Ejido,Venezuela,MÃ©rida,3644417
Ejigbo,Nigeria,Osun,2343784
Ejmiatsin,Armenia,Armavir Province,616062
Ejura,Ghana,Ashanti,2301217
Ekangala,South Africa,Gauteng,1105726
Ekazhevo,Russia,Ingushetiya,563551
Eket,Nigeria,Akwa Ibom,2343720
Ekibastuz,Kazakhstan,Pavlodar,1524325
Ekpoma,Nigeria,Edo,2343641
El AÃ¯oun,Morocco,Oriental,2550806
El Abadia,Algeria,AÃ¯n Defla,2498782
El Abiodh Sidi Cheikh,Algeria,El Bayadh,2498775
El Achir,Algeria,Bordj Bou ArrÃ©ridj,2498766
El Affroun,Algeria,Tipaza,2498752
El Alia,Tunisia,Banzart,2473876
El Amria,Algeria,AÃ¯n Temouchent,2498704
El Aouinet,Algeria,Oum el Bouaghi,2498667
El Arahal,Spain,Andalusia,2518729
El Astillero,Spain,Cantabria,3123667
El Attaf,Algeria,AÃ¯n Defla,2498590
El Bagre,Colombia,Antioquia,3684945
El Banco,Colombia,Magdalena,3684917
El Bauga,Sudan,River Nile,379630
El Bayadh,Algeria,El Bayadh,2498543
El BolsÃ³n,Argentina,Rio Negro,3858765
El Cafetal,Venezuela,Miranda,3803449
El Cajon,United States,California,5345529
el Campello,Spain,Valencia,2520447
El Carmen de BolÃ­var,Colombia,BolÃ­var,3684666
El Centro,United States,California,5345609
El Cerrito,Colombia,Valle del Cauca,3684615
El Cerrito,United States,California,5345623
El Charco,Colombia,NariÃ±o,3684579
El Copey,Colombia,Cesar,3684452
El Crucero,Nicaragua,Managua,3619853
El Daein,Sudan,Eastern Darfur,380148
El Dorado Hills,United States,California,5345679
El Dorado,United States,Arkansas,4109785
El Ejido,Spain,Andalusia,2518494
El Estor,Guatemala,Izabal,3597078
El Eulma,Algeria,SÃ©tif,2498392
El Fahs,Tunisia,ZaghwÄn,2468285
El Fasher,Sudan,Northern Darfur,379555
El Grullo,Mexico,Jalisco,4009697
El Hadjar,Algeria,Annaba,2498183
El Hadjira,Algeria,Ouargla,2498172
El Hajeb,Morocco,MeknÃ¨s-Tafilalet,2550252
El Hamma,Tunisia,QÄbis,2473747
El Hatillo,Venezuela,Miranda,3643031
el hed,Algeria,BejaÃ¯a,2476412
El Idrissia,Algeria,Djelfa,2498000
El Jadida,Morocco,Doukkala-Abda,2550078
El Jem,Tunisia,Al MahdÄ«yah,2473654
El Kala,Algeria,El Tarf,2497988
El Kef,Tunisia,Kef,2473634
El Khroub,Algeria,Constantine,2497849
El Kseur,Algeria,BejaÃ¯a,2497796
El LimÃ³n,Venezuela,Aragua,3642833
El Malah,Algeria,AÃ¯n Temouchent,2497714
El Masnou,Spain,Catalonia,3117232
El Mirage,United States,Arizona,5293996
El Monte,Chile,Santiago Metropolitan,3890949
El Monte,United States,California,5345743
El Obeid,Sudan,ShamÄl KurdufÄn,379003
El Oued,Algeria,El Oued,2497411
El Palmar,Guatemala,Quetzaltenango,3596644
El ParaÃ­so,Honduras,El ParaÃ­so,3610965
El Paso,United States,Texas,5520993
El Prat de Llobregat,Spain,Catalonia,3123329
El Progreso,Honduras,Yoro,3610613
El Pueblito,Mexico,QuerÃ©taro,4008303
El Puerto de Santa MarÃ­a,Spain,Andalusia,2518207
El Reno,United States,Oklahoma,4535783
El RetÃ©n,Colombia,Magdalena,3683233
El Salto,Mexico,Jalisco,4007684
El Segundo,United States,California,5345860
El Soberbio,Argentina,Misiones,3434291
El Tarf,Algeria,El Tarf,2497323
El Tejar,Guatemala,Chimaltenango,3596041
El Tigre,Venezuela,AnzoÃ¡tegui,3641351
El Tocuyo,Venezuela,Lara,3641275
El Triunfo,Ecuador,Guayas,3658053
El Vendrell,Spain,Catalonia,3106180
El Viejo,Nicaragua,Chinandega,3619267
El VigÃ­a,Venezuela,MÃ©rida,3641099
El Viso del Alcor,Spain,Andalusia,2518040
ElÅ«r,India,Kerala,1272052
ElÃ³i Mendes,Brazil,Minas Gerais,3464329
Elamanchili,India,Andhra Pradesh,1272084
ElazÄ±ÄŸ,Turkey,ElazÄ±ÄŸ,315808
Elbasan,Albania,Elbasan,783263
Elbeuf,France,Normandy,3020307
Elbistan,Turkey,KahramanmaraÅŸ,315795
ElblÄ…g,Poland,Warmian-Masurian Voivodeship,3099759
Elburg,Netherlands,Gelderland,2756232
Elche,Spain,Valencia,2518559
Elda,Spain,Valencia,2518505
Eldersburg,United States,Maryland,4354163
Eldoret,Kenya,Uasin Gishu,198629
EleÅŸkirt,Turkey,AÄŸrÄ±,315758
ElefsÃ­na,Greece,Attica,262752
Elektrogorsk,Russia,MO,563524
Elektrostalâ€™,Russia,MO,563523
Elektrougli,Russia,MO,563522
Elele,Nigeria,Rivers,2343512
Elgin,United States,Illinois,4890864
Elista,Russia,Kalmykiya,563514
Elizabeth City,United States,North Carolina,4465088
Elizabeth,United States,New Jersey,5097598
Elizabethtown,United States,Kentucky,4290988
Elk Grove Village,United States,Illinois,4890925
Elk Grove,United States,California,5346111
Elk River,United States,Minnesota,5025471
Elkhart,United States,Indiana,4919987
Elko,United States,Nevada,5703670
Elkridge,United States,Maryland,4354256
Elkton,United States,Maryland,4354234
Ellenabad,India,Haryana,1272061
Ellensburg,United States,Washington,5793639
Ellicott City,United States,Maryland,4354265
EllinikÃ³,Greece,Attica,262719
Ellore,India,Andhra Pradesh,1272051
Ellwangen,Germany,Baden-WÃ¼rttemberg,2930889
ElmadaÄŸ,Turkey,Ankara,315720
ElmalÄ±,Turkey,Antalya,315697
Elmhurst,United States,Illinois,4891010
Elmina,Ghana,Central,2301190
Elmira,United States,New York,5116497
Elmont,United States,New York,5116508
Elmshorn,Germany,Schleswig-Holstein,2930821
Elmwood Park,United States,Illinois,4891051
Elmwood Park,United States,New Jersey,5097627
Eloy Alfaro,Ecuador,Guayas,3658192
Eloy,United States,Arizona,5294167
Elsdorf,Germany,North Rhine-Westphalia,2930778
Elst,Netherlands,Gelderland,2756161
Eltham,Australia,Victoria,2167445
Eltville,Germany,Hesse,2930646
Elyria,United States,Ohio,5153207
eMbalenhle,South Africa,Mpumalanga,1005646
Embalse,Argentina,Cordoba,3856235
EmbarcaciÃ³n,Argentina,Salta,3856231
Embi,Kazakhstan,AqtÃ¶be,609924
Embu GuaÃ§u,Brazil,SÃ£o Paulo,3464304
Embu,Brazil,SÃ£o Paulo,3464305
Embu,Kenya,Embu,198476
Emden,Germany,Lower Saxony,2930596
Emet,Turkey,KÃ¼tahya,315639
Emiliano Zapata,Mexico,Chiapas,3527880
Emiliano Zapata,Mexico,MÃ©xico,8858099
Emiliano Zapata,Mexico,Morelos,3527879
EminÃ¶nÃ¼,Turkey,Istanbul,747538
EminÄbÄd,Pakistan,Punjab,1179406
EmirdaÄŸ,Turkey,Afyonkarahisar,315621
Emmeloord,Netherlands,Flevoland,2756139
Emmen,Netherlands,Drenthe,2756136
Emmen,Switzerland,Lucerne,2660911
Emmendingen,Germany,Baden-WÃ¼rttemberg,2930523
Emmerich,Germany,North Rhine-Westphalia,2930509
EmmiganÅ«r,India,Andhra Pradesh,1272045
Empalme,Mexico,Sonora,4006806
Empangeni,South Africa,KwaZulu-Natal,1005544
Empoli,Italy,Tuscany,3177400
Emporia,United States,Kansas,4271086
Emsdetten,Germany,North Rhine-Westphalia,2930449
Emure-Ekiti,Nigeria,Ekiti,2343299
En NÃ¢qoÃ»ra,Lebanon,Liban-Sud,278832
Encantado,Brazil,Rio Grande do Sul,3464274
EncarnaciÃ³n de DÃ­az,Mexico,Jalisco,4006783
EncarnaciÃ³n,Paraguay,ItapÃºa,3438735
Enchanted Hills,United States,New Mexico,7839240
Encheng,China,Guangdong,1811729
Encinitas,United States,California,5346646
Encrucijada,Cuba,Villa Clara,3559416
Encruzilhada do Sul,Brazil,Rio Grande do Sul,3464255
Ende,Indonesia,East Nusa Tenggara,1644932
Endeavour Hills,Australia,Victoria,8347325
Enem,Russia,Adygeya,563472
Energodar,Ukraine,Zaporizhia,709276
Engadine,Australia,New South Wales,2167312
Engelâ€™s,Russia,Saratov,563464
Engelskirchen,Germany,North Rhine-Westphalia,2930216
Enger,Germany,North Rhine-Westphalia,2930182
Englewood,United States,Colorado,5421250
Englewood,United States,New Jersey,5097672
Enid,United States,Oklahoma,4535961
Enjitsu,South Korea,Gyeongsangbuk-do,1832215
EnkÃ¶ping,Sweden,Uppsala,2716166
Enkhuizen,Netherlands,North Holland,2756077
Enna,Italy,Sicily,2524819
Ennepetal,Germany,North Rhine-Westphalia,2930043
Ennigerloh,Germany,North Rhine-Westphalia,2930030
Ennis,Ireland,Munster,2964405
Ennis,United States,Texas,4689311
Enschede,Netherlands,Overijssel,2756071
Ensenada,Mexico,Baja California,4006702
Enshi,China,Hubei,1811720
Ensley,United States,Florida,4154489
Entebbe,Uganda,Central Region,233508
Enterprise,United States,Alabama,4060791
Enterprise,United States,Nevada,5503766
Entre Rios,Brazil,Bahia,3464100
Entroncamento,Portugal,SantarÃ©m,2268575
Enugu,Nigeria,Enugu,2343279
Enugu-Ezike,Nigeria,Enugu,2343273
Enugu-Ukwu,Nigeria,Anambra,2343270
Envigado,Colombia,Antioquia,3682631
Enzan,Japan,Yamanashi,1864180
Epe,Netherlands,Gelderland,2756059
Epe,Nigeria,Lagos,2343252
Eppelborn,Germany,Saarland,2929865
Epping,Australia,New South Wales,2167280
Epping,Australia,Victoria,2167279
Eppingen,Germany,Baden-WÃ¼rttemberg,2929831
Epworth,Zimbabwe,Harare,1085510
EqbÄlÄ«yeh,Iran,TehrÄn,406993
Er Reina,Israel,Northern District,295174
ErÄttupetta,India,Kerala,1272022
Erandio,Spain,Basque Country,3123104
Erandol,India,Maharashtra,1272025
Eravur Town,Sri Lanka,Eastern Province,1246924
Erba,Italy,Lombardy,3177372
Erbaa,Turkey,Tokat,747489
Erbil,Iraq,ArbÄ«l,95446
ErciÅŸ,Turkey,Van,315530
Ercolano,Italy,Campania,3177363
Erdaojiang,China,Jilin Sheng,2037494
Erdek,Turkey,BalÄ±kesir,747482
Erdemli,Turkey,Mersin,315515
Erdenet,Mongolia,Orhon,2031405
Erding,Germany,Bavaria,2929715
EreÄŸli,Turkey,Konya,315498
EreÄŸli,Turkey,Zonguldak,747471
Erechim,Brazil,Rio Grande do Sul,3464073
Erenhot,China,Inner Mongolia,2037485
Erftstadt,Germany,North Rhine-Westphalia,2929671
Erfurt,Germany,Thuringia,2929670
Ergani,Turkey,DiyarbakÄ±r,315468
Erie,United States,Colorado,5576859
Erie,United States,Pennsylvania,5188843
Erkelenz,Germany,North Rhine-Westphalia,2929622
